low_end,low_end_raw,low_end_sign,low_end_biased_exp,low_end_mantissa,low_end_24bit,low_end_24bit_hex,low_end_plus_1,low_end_plus_1_raw,low_end_plus_1_sign,low_end_plus_1_biased_exp,low_end_plus_1_mantissa,low_end_plus_1_24bit,low_end_plus_1_24bit_hex,high_end_minus_1,high_end_minus_1_raw,high_end_minus_1_sign,high_end_minus_1_biased_exp,high_end_minus_1_mantissa,high_end_minus_1_24bit,high_end_minus_1_24bit_hex,high_end,high_end_raw,high_end_sign,high_end_biased_exp,high_end_mantissa,high_end_24bit,high_end_24bit_hex
2.980232239e-08,0x33000000,0,102,0,0,0x000000,2.980232594e-08,0x33000001,0,102,1,0,0x000000,5.960463767e-08,0x337ffffe,0,102,8388606,0,0x000000,5.960464122e-08,0x337fffff,0,102,8388607,0,0x000000
5.960464478e-08,0x33800000,0,103,0,0,0x000000,5.960465188e-08,0x33800001,0,103,1,0,0x000000,1.192092753e-07,0x33fffffe,0,103,8388606,1,0x000001,1.192092824e-07,0x33ffffff,0,103,8388607,1,0x000001
1.192092896e-07,0x34000000,0,104,0,1,0x000001,1.192093038e-07,0x34000001,0,104,1,1,0x000001,2.384185507e-07,0x347ffffe,0,104,8388606,2,0x000002,2.384185649e-07,0x347fffff,0,104,8388607,2,0x000002
2.384185791e-07,0x34800000,0,105,0,2,0x000002,2.384186075e-07,0x34800001,0,105,1,2,0x000002,4.768371014e-07,0x34fffffe,0,105,8388606,4,0x000004,4.768371298e-07,0x34ffffff,0,105,8388607,4,0x000004
4.768371582e-07,0x35000000,0,106,0,4,0x000004,4.768372150e-07,0x35000001,0,106,1,4,0x000004,9.536742027e-07,0x357ffffe,0,106,8388606,8,0x000008,9.536742596e-07,0x357fffff,0,106,8388607,8,0x000008
9.536743164e-07,0x35800000,0,107,0,8,0x000008,9.536744301e-07,0x35800001,0,107,1,8,0x000008,1.907348405e-06,0x35fffffe,0,107,8388606,16,0x000010,1.907348519e-06,0x35ffffff,0,107,8388607,16,0x000010
1.907348633e-06,0x36000000,0,108,0,16,0x000010,1.907348860e-06,0x36000001,0,108,1,16,0x000010,3.814696811e-06,0x367ffffe,0,108,8388606,32,0x000020,3.814697038e-06,0x367fffff,0,108,8388607,32,0x000020
3.814697266e-06,0x36800000,0,109,0,32,0x000020,3.814697720e-06,0x36800001,0,109,1,32,0x000020,7.629393622e-06,0x36fffffe,0,109,8388606,64,0x000040,7.629394077e-06,0x36ffffff,0,109,8388607,64,0x000040
7.629394531e-06,0x37000000,0,110,0,64,0x000040,7.629395441e-06,0x37000001,0,110,1,64,0x000040,1.525878724e-05,0x377ffffe,0,110,8388606,128,0x000080,1.525878815e-05,0x377fffff,0,110,8388607,128,0x000080
1.525878906e-05,0x37800000,0,111,0,128,0x000080,1.525879088e-05,0x37800001,0,111,1,128,0x000080,3.051757449e-05,0x37fffffe,0,111,8388606,256,0x000100,3.051757631e-05,0x37ffffff,0,111,8388607,256,0x000100
3.051757812e-05,0x38000000,0,112,0,256,0x000100,3.051758176e-05,0x38000001,0,112,1,256,0x000100,6.103514897e-05,0x387ffffe,0,112,8388606,512,0x000200,6.103515261e-05,0x387fffff,0,112,8388607,512,0x000200
6.103515625e-05,0x38800000,0,113,0,512,0x000200,6.103516353e-05,0x38800001,0,113,1,512,0x000200,1.220702979e-04,0x38fffffe,0,113,8388606,1024,0x000400,1.220703052e-04,0x38ffffff,0,113,8388607,1024,0x000400
1.220703125e-04,0x39000000,0,114,0,1024,0x000400,1.220703271e-04,0x39000001,0,114,1,1024,0x000400,2.441405959e-04,0x397ffffe,0,114,8388606,2048,0x000800,2.441406104e-04,0x397fffff,0,114,8388607,2048,0x000800
2.441406250e-04,0x39800000,0,115,0,2048,0x000800,2.441406541e-04,0x39800001,0,115,1,2048,0x000800,4.882811918e-04,0x39fffffe,0,115,8388606,4096,0x001000,4.882812209e-04,0x39ffffff,0,115,8388607,4096,0x001000
4.882812500e-04,0x3a000000,0,116,0,4096,0x001000,4.882813082e-04,0x3a000001,0,116,1,4096,0x001000,9.765623836e-04,0x3a7ffffe,0,116,8388606,8192,0x002000,9.765624418e-04,0x3a7fffff,0,116,8388607,8192,0x002000
9.765625000e-04,0x3a800000,0,117,0,8192,0x002000,9.765626164e-04,0x3a800001,0,117,1,8192,0x002000,1.953124767e-03,0x3afffffe,0,117,8388606,16384,0x004000,1.953124884e-03,0x3affffff,0,117,8388607,16384,0x004000
1.953125000e-03,0x3b000000,0,118,0,16384,0x004000,1.953125233e-03,0x3b000001,0,118,1,16384,0x004000,3.906249534e-03,0x3b7ffffe,0,118,8388606,32768,0x008000,3.906249767e-03,0x3b7fffff,0,118,8388607,32768,0x008000
3.906250000e-03,0x3b800000,0,119,0,32768,0x008000,3.906250466e-03,0x3b800001,0,119,1,32768,0x008000,7.812499069e-03,0x3bfffffe,0,119,8388606,65536,0x010000,7.812499534e-03,0x3bffffff,0,119,8388607,65536,0x010000
7.812500000e-03,0x3c000000,0,120,0,65536,0x010000,7.812500931e-03,0x3c000001,0,120,1,65536,0x010000,1.562499814e-02,0x3c7ffffe,0,120,8388606,131072,0x020000,1.562499907e-02,0x3c7fffff,0,120,8388607,131072,0x020000
1.562500000e-02,0x3c800000,0,121,0,131072,0x020000,1.562500186e-02,0x3c800001,0,121,1,131072,0x020000,3.124999627e-02,0x3cfffffe,0,121,8388606,262144,0x040000,3.124999814e-02,0x3cffffff,0,121,8388607,262144,0x040000
3.125000000e-02,0x3d000000,0,122,0,262144,0x040000,3.125000373e-02,0x3d000001,0,122,1,262144,0x040000,6.249999255e-02,0x3d7ffffe,0,122,8388606,524288,0x080000,6.249999627e-02,0x3d7fffff,0,122,8388607,524288,0x080000
6.250000000e-02,0x3d800000,0,123,0,524288,0x080000,6.250000745e-02,0x3d800001,0,123,1,524288,0x080000,1.249999851e-01,0x3dfffffe,0,123,8388606,1048576,0x100000,1.249999925e-01,0x3dffffff,0,123,8388607,1048576,0x100000
1.250000000e-01,0x3e000000,0,124,0,1048576,0x100000,1.250000149e-01,0x3e000001,0,124,1,1048576,0x100000,2.499999702e-01,0x3e7ffffe,0,124,8388606,2097152,0x200000,2.499999851e-01,0x3e7fffff,0,124,8388607,2097152,0x200000
2.500000000e-01,0x3e800000,0,125,0,2097152,0x200000,2.500000298e-01,0x3e800001,0,125,1,2097152,0x200000,4.999999404e-01,0x3efffffe,0,125,8388606,4194303,0x3fffff,4.999999702e-01,0x3effffff,0,125,8388607,4194303,0x3fffff
5.000000000e-01,0x3f000000,0,126,0,4194304,0x400000,5.000000596e-01,0x3f000001,0,126,1,4194304,0x400000,9.999998808e-01,0x3f7ffffe,0,126,8388606,8388606,0x7ffffe,9.999999404e-01,0x3f7fffff,0,126,8388607,8388607,0x7fffff
1.000000000e+00,0x3f800000,0,127,0,8388607,0x7fffff,1.000000119e+00,0x3f800001,0,127,1,8388608,0x800000,1.999999762e+00,0x3ffffffe,0,127,8388606,16777212,0xfffffc,1.999999881e+00,0x3fffffff,0,127,8388607,16777213,0xfffffd
